,news_id,read_time
283,100648611,1394256723
284,100647948,1394169285
285,100646712,1394117193
286,100644843,1394117112
287,100647482,1394116836
288,100646153,1394116568
291,100647113,1394090691
292,100647228,1394090357
293,100645940,1393947700
294,100646585,1393947657
295,100644736,1393946633
296,100645537,1393946003
297,100646114,1393884690
298,100591114,1393850505
299,100646007,1393850422
300,100646080,1393850344
301,100645322,1393850129
302,100645398,1393849026
303,100645428,1393848782
304,100642630,1393848291
305,100642309,1393847983
306,100642618,1393847957
307,100654434,1395370559
308,100653403,1395227973
309,100649202,1394445989
310,100647710,1394106537
311,100647427,1394074620
312,100646483,1394156644
313,100646722,1394156614
314,100647407,1394156597
315,100647427,1394156587
316,100647597,1394156568
317,100647885,1394156555
318,100647915,1394156499
325,100655399,1395644442
326,100655420,1395644413
327,100646722,1393940709
328,100646120,1393939392
329,100646153,1393939293
330,100651343,1395479059
331,100654455,1395473255
332,100655033,1395473236
334,100651308,1395472919
335,100655033,1395472811
336,100651308,1395472808
337,100655033,1395472805
338,100656591,1395814025
339,100655938,1395678486
341,100650824,1394706717
342,100650633,1394667224
343,100649553,1394500516
345,100649503,1394472535
346,100649260,1394436609
347,100647710,1394121634
348,100646087,1393895022
349,100652586,1395641990
356,100652773,1395145070
357,100652800,1395142537
358,100651836,1394838623
359,100649202,1394500633
361,100649202,1394489218
363,100647427,1394076677
364,100656387,1395835558
365,100656702,1395808395
366,100650231,1395560340
367,100652866,1395408637
368,100650231,1395408405
369,100638253,1395399158
370,100651017,1395319845
371,100653834,1395277876
372,100653416,1395203787
373,100652866,1395136460
374,100652960,1395136348
375,100650231,1395018219
377,100640840,1394967488
378,100651934,1394932695
379,100638253,1394804399
380,100606972,1394802511
381,100598728,1394802428
382,100650683,1394801023
383,100651099,1394714695
384,100651104,1394709736
385,100651017,1394709656
386,100638253,1394687840
387,100650231,1394686778
388,100650498,1394621056
389,100650512,1394620862
390,100649705,1394620197
391,100650231,1394619393
392,100638253,1394500167
393,100646478,1394499763
394,100638253,1394115020
395,100646911,1393995926
396,100646600,1393938523
397,100638253,1393806080
398,100645335,1393739339
400,100653327,1395208790
401,100653351,1395208748
402,100653403,1395208744
403,100648768,1394848301
404,100651276,1394848194
405,100651344,1394848150
406,100651469,1394844901
407,100647698,1394095972
408,100647230,1394095624
409,100647226,1394095312
410,100647228,1394095228
412,100647561,1394094845
415,100647627,1394094284
416,100647605,1394094106
417,100647575,1394094004
418,100653403,1395209181
419,100652686,1395121852
420,100651880,1394964493
421,100651950,1394964383
423,100647416,1394090070
424,100646120,1393920400
425,100646153,1393920171
426,100653351,1395224931
427,100653403,1395224864
428,100651469,1394786902
429,100650220,1394608939
430,100649646,1394541189
431,100642596,1394533849
432,100648976,1394533744
433,100646114,1394533637
435,100647384,1394496654
436,100647416,1394496623
437,100649040,1394496601
438,100655071,1395969707
439,100655123,1395969644
440,100655188,1395969635
441,100655198,1395969629
442,100655297,1395969610
443,100655375,1395969596
444,100655399,1395969562
445,100655420,1395969552
446,100655552,1395969533
447,100655733,1395969502
448,100655960,1395969488
449,100656037,1395969471
450,100656057,1395966195
451,100656099,1395966178
452,100656150,1395966159
453,100656239,1395963120
454,100656369,1395963112
455,100656551,1395963105
456,100656616,1395963084
457,100656637,1395963066
458,100656815,1395963028
459,100657146,1395963012
460,100657176,1395962993
461,100657188,1395962982
462,100657261,1395962895
468,100654455,1395376449
469,100649597,1394518849
470,100649202,1394448275
471,100648796,1394448024
472,100649260,1394447740
473,100658441,1396172047
474,100657261,1395901437
475,100656239,1395740441
476,100649646,1394520244
477,100647416,1394087169
478,100642745,1393943319
479,100643210,1393943301
480,100643277,1393943289
481,100643328,1393943275
482,100646087,1393943245
491,100643328,1393635832
492,100643277,1393635803
494,100648915,1394454942
495,100648984,1394454803
496,100649040,1394454798
497,100645485,1394454440
498,100649040,1394454292
499,100650156,1394586420
500,100649571,1394508519
501,100649260,1394508356
502,100649553,1394508327
503,100649503,1394465621
504,100649087,1394465513
505,100649314,1394465462
506,100648802,1394346656
507,100648739,1394346635
508,100648796,1394346577
509,100647407,1394068280
510,100646722,1393996254
511,100646905,1393996110
512,100646147,1393995796
513,100642301,1393893358
514,100638980,1393893204
515,100645322,1393891974
516,100645448,1393891836
517,100646080,1393891536
518,100651950,1394979324
519,100651247,1394800925
520,100651265,1394800859
521,100651276,1394800786
522,100651344,1394800725
523,100651469,1394800607
524,100653403,1395203246
525,100651469,1394787360
527,100647915,1394166003
528,100646872,1394028263
529,100646722,1393941228
530,100645972,1393842150
531,100645428,1393841877
532,100645359,1393841773
533,100645366,1393841709
534,100645495,1393841672
535,100645428,1393841663
536,100645495,1393838246
537,100646821,1394153022
538,100646891,1394153016
539,100647068,1394153002
540,100647384,1394152984
541,100647416,1394152960
542,100652935,1395203527
543,100653104,1395203517
544,100653275,1395203251
545,100653327,1395203233
546,100653351,1395203216
547,100653403,1395203198
548,100653403,1395216799
549,100651950,1394973818
550,100651469,1394806141
551,100650220,1394631256
552,100648768,1394371987
553,100648582,1394364680
554,100648634,1394364610
555,100648717,1394364568
556,100648752,1394364500
557,100648768,1394364229
558,100653403,1395210169
559,100651212,1394773473
561,100649503,1394498380
562,100649260,1394437106
563,100647914,1394182231
564,100646087,1393893578
565,100642603,1393607779
566,100642716,1393607749
567,100642763,1393607720
568,100642813,1393607673
569,100642988,1393607664
570,100643203,1393607637
571,100643267,1393607617
572,100643299,1393607532
573,100643352,1393607507
574,100643481,1393607489
575,100643512,1393607441
576,100643761,1393607365
577,100643811,1393607352
578,100643915,1393607321
579,100644102,1393607265
580,100644566,1393607207
581,100644648,1393607161
582,100649574,1394786165
583,100649853,1394786152
584,100649924,1394786147
585,100650144,1394786134
586,100650156,1394786120
587,100650174,1394786115
588,100650220,1394786081
589,100650261,1394786075
590,100650444,1394786067
591,100650488,1394786055
592,100650617,1394786020
593,100650677,1394785988
594,100650696,1394785927
595,100650720,1394785905
596,100650742,1394785896
597,100650992,1394785877
598,100651048,1394785818
599,100651215,1394785807
600,100651247,1394785721
601,100651265,1394785643
602,100651276,1394785638
603,100651344,1394785628
604,100651469,1394785521
605,100646087,1393897665
606,100649503,1394465275
607,100649040,1394437436
608,100648768,1394366096
609,100647416,1394091667
610,100645906,1393927932
611,100646087,1393927836
613,100644566,1393992024
615,100645906,1393991995
616,100646087,1393991936
618,100564602,1395841354
619,100656897,1395839303
620,100651913,1394892615
621,100648735,1394328089
622,100645056,1393653555
623,100645263,1393653538
629,100650633,1394685294
630,100650639,1394685163
631,100650689,1394685142
634,100656210,1396230870
635,100657974,1396230714
636,100658318,1396230413
637,100658372,1396230348
638,100657812,1396230272
639,100658519,1396230246
641,100658473,1396229933
642,100653252,1396229867
643,100658474,1396228852
644,100658521,1396228764
645,100658554,1396228559
646,100658556,1396228458
647,100657828,1396228151
648,100657714,1395972416
649,100657689,1395971429
650,100652745,1395971316
651,100656031,1395709883
652,100645821,1393900913
653,100645322,1393900450
654,100645962,1393899111
655,100642596,1394550369
656,100647825,1394550252
657,100632202,1394550197
658,100649503,1394550128
659,100434016,1394549912
660,100596285,1394549809
661,100649202,1394549682
662,100649503,1394465233
663,100648752,1394438554
664,100648976,1394438454
665,100648735,1394438410
666,100649064,1394437915
668,100648788,1394437683
669,100646483,1394437610
670,100646722,1394437563
671,100648915,1394437539
672,100649260,1394437447
674,100647914,1394155206
676,100646087,1394154913
677,100647416,1394154845
678,100642145,1393982501
679,100645303,1393808906
680,100623051,1393808854
681,100656239,1395732559
682,100655399,1395644408
683,100655420,1395644340
684,100651469,1394782700
685,100650220,1394611301
691,100647226,1394173646
694,100647785,1394173002
700,100645485,1393869229
701,100643328,1393869189
703,100645335,1393868711
705,100648768,1394965593
706,100650220,1394965418
707,100651469,1394965259
708,100651950,1394965160
709,100646153,1393979448
710,100650824,1394684215
711,100649260,1394449027
712,100647710,1394104815
713,100645906,1393930852
714,100646087,1393930780
715,100651276,1394791148
716,100651344,1394791116
717,100651469,1394788537
718,100650220,1394671950
720,100651469,1394780243
721,100650689,1394694482
722,100650702,1394694444
723,100648830,1394437000
724,100648915,1394436902
725,100648984,1394436849
726,100649040,1394436804
727,100658519,1396223599
728,100649503,1394497721
729,100649260,1394442586
730,100648598,1394259357
731,100645933,1393893208
732,100646087,1393893046
733,100657161,1395904352
734,100657181,1395904308
735,100657192,1395904226
736,100657188,1395904206
737,100657261,1395904167
738,100653351,1395647570
739,100652935,1395647483
741,100655466,1395643274
743,100647190,1394084169
745,100647533,1394083662
746,100645338,1393984564
747,100644648,1393984538
750,100642716,1393746775
752,100655960,1395731005
753,100656037,1395730988
754,100656057,1395730872
755,100656099,1395730867
756,100656150,1395730842
757,100656239,1395730826
758,100653403,1395204051
759,100651950,1394964549
760,100651344,1394783200
761,100651469,1394783153
763,100647878,1394150749
764,100646722,1394150659
765,100646087,1394150626
766,100487752,1394150461
767,100645940,1394150296
769,100647825,1394150096
771,100651344,1394806552
772,100651469,1394806513
773,100649040,1394458487
774,100648984,1394458055
775,100649040,1394458050
776,100657261,1395900175
777,100656239,1395743972
778,100655420,1395640907
779,100650702,1394705316
780,100650220,1394617072
781,100646722,1393977086
782,100646722,1394031885
783,100643328,1394031875
784,100646722,1394031832
785,100646087,1394031788
786,100487752,1394031751
787,100646087,1394031727
788,100487752,1394031718
790,100645365,1393740464
791,100644566,1393740450
792,100644648,1393740388
793,100643352,1393740380
794,100643431,1393740358
795,100643481,1393740348
796,100643494,1393740335
797,100643512,1393740323
798,100643718,1393740315
799,100643761,1393740292
800,100643789,1393740267
801,100643811,1393740256
802,100643866,1393740239
803,100644095,1393740209
804,100644128,1393740184
805,100644588,1393740172
806,100644648,1393740156
808,100651678,1394792743
811,100642106,1393810819
812,100642333,1393810714
813,100642505,1393810678
814,100642620,1393810637
815,100642745,1393810552
816,100643210,1393810522
817,100643277,1393810486
819,100645448,1393761493
820,100647407,1394443356
821,100647427,1394443312
822,100647597,1394443236
823,100647885,1394443201
824,100647915,1394443110
826,100655938,1395667397
827,100642630,1394515380
828,100642596,1394514880
830,100649202,1394457397
831,100434294,1395903966
834,100656702,1395821456
835,100656583,1395821292
836,100654434,1395821251
837,100655367,1395821214
838,100656511,1395820189
839,100588481,1395808669
840,100655380,1395808536
841,100487321,1395808491
843,100645828,1393921183
844,100645906,1393921151
845,100646087,1393921110
846,100645906,1393900330
847,100646087,1393900312
848,100653403,1395732619
849,100656239,1395732536
850,100653327,1395650106
851,100652935,1395650039
852,100655420,1395649981
853,100651809,1395396980
854,100651880,1395396941
855,100651276,1395396860
856,100653351,1395396794
857,100653327,1395396745
858,100653403,1395396717
859,100651950,1395396641
860,100651469,1395396580
861,100652686,1395396514
862,100654204,1395396427
863,100658505,1396270007
864,100658438,1396189930
865,100657055,1395978545
866,100657012,1395978251
867,100656223,1395841585
868,100656447,1395841579
869,100656031,1395841319
870,100655260,1395539494
871,100655221,1395536634
872,100655081,1395536565
873,100655235,1395536495
874,100655066,1395536354
875,100655195,1395536244
876,100655042,1395465458
877,100654847,1395465289
878,100654734,1395465215
879,100654390,1395463043
880,100654382,1395462948
881,100653793,1395297772
882,100653184,1395227652
883,100653145,1395227554
884,100653096,1395227413
885,100652743,1395133908
886,100652663,1395133344
887,100652455,1395132649
888,100651792,1394862725
889,100651678,1394862638
890,100649863,1394590740
891,100648525,1394288821
892,100648382,1394288771
895,100647857,1394155005
896,100646600,1394149735
898,100645330,1393836903
899,100645379,1393836024
900,100645428,1393835757
902,100646038,1394170989
904,100647825,1394170942
905,100647785,1394170941
906,100647407,1394170921
907,100647980,1394170751
908,100646058,1393861004
909,100645962,1393860436
910,100645933,1393859785
911,100646058,1393859728
912,100645962,1393859722
913,100645933,1393859689
914,100652773,1395122891
915,100650220,1394610464
916,100649503,1394498349
917,100649260,1394440445
918,100647825,1394153337
919,100650220,1394626003
920,100648595,1394480501
921,100648735,1394480439
922,100646087,1394464322
923,100649040,1394464276
924,100651469,1395132754
925,100650220,1394755237
926,100650702,1394755169
927,100649314,1394446557
928,100649040,1394446329
929,100648802,1394363324
930,100648768,1394363129
931,100648235,1394366209
932,100648582,1394365929
933,100648634,1394365788
934,100648717,1394365661
935,100648752,1394365538
936,100648768,1394365352
937,100591977,1394029567
938,100538595,1394029508
939,100541477,1394029308
940,100580685,1394029203
942,100541078,1394028892
943,100616921,1394028561
944,100571857,1394028326
946,100646722,1394157927
947,100647915,1394157864
948,100645933,1393914971
949,100646120,1393914946
950,100646153,1393914891
951,100651950,1395017768
952,100648830,1394780258
953,100648915,1394780247
954,100648984,1394780203
955,100649040,1394780189
956,100651048,1394780170
957,100651215,1394780149
958,100651247,1394780126
959,100651265,1394780114
960,100651276,1394780067
961,100651344,1394780061
962,100651469,1394780010
963,100643875,1393685389
964,100645223,1393685017
965,100644736,1393683863
966,100645303,1393683503
968,100644566,1393682997
970,100292320,1395242264
971,100451858,1395242236
972,100121507,1395242220
973,100369602,1395242166
974,100373213,1395241681
975,100653785,1395241622
976,100642309,1395241441
977,100642618,1395241168
978,100642309,1395240701
979,100642302,1395240377
980,100651130,1395240368
981,100445550,1395240365
982,100651130,1395240364
983,100445550,1395240361
984,100652179,1395240226
985,100652418,1395240200
986,100651469,1395240131
991,100643789,1393941261
992,100643866,1393941251
993,100644095,1393941231
994,100644128,1393941196
995,100644588,1393941177
996,100644672,1393941159
997,100644911,1393941140
998,100644977,1393941122
999,100645338,1393941094
1000,100644706,1393941062
1001,100644937,1393941048
1002,100645310,1393941023
1003,100645359,1393941002
1004,100645485,1393940967
1005,100644648,1393940944
1006,100643328,1393940907
1007,100646087,1393940871
1008,100646137,1394527611
1009,100646147,1394527440
1010,100646463,1394527321
1011,100646609,1394527236
1012,100646790,1394526946
1014,100652935,1395229752
1015,100652703,1395226406
1016,100653458,1395225964
1017,100653104,1395225876
1018,100653275,1395225380
1019,100652866,1395225353
1020,100653351,1395225311
1021,100653403,1395225302
1022,100653351,1395225190
1023,100653403,1395225168
1024,100657261,1395927718
1025,100656239,1395747125
1026,100654022,1395401486
1027,100654204,1395401456
1028,100649040,1394496133
1029,100645338,1394027247
1030,100646872,1394027222
1031,100646308,1394027103
1033,100646712,1394027072
1035,100647597,1394171580
1036,100647885,1394171446
1037,100647915,1394171381
1038,100646872,1394171325
1039,100646153,1394171167
1040,100646483,1394171092
1041,100646722,1394171042
1042,100647384,1394171013
1043,100647416,1394170959
1045,100465827,1395380362
1046,100532299,1395380312
1047,100654455,1395380288
1048,100654434,1395370738
1049,100651337,1395112807
1050,100648735,1394297176
1052,100651898,1394865676
1054,100649503,1394498442
1055,100649202,1394433660
1056,100646087,1393900868
1058,100642704,1393634235
1059,100644736,1393633653
1060,100643277,1393633596
1061,100644648,1393633492
1062,100649138,1394454655
1063,100649186,1394454637
1064,100649192,1394454619
1065,100649276,1394454507
1066,100648981,1394454471
1067,100649202,1394454457
1068,100649214,1394454448
1069,100647416,1394416507
1070,100647521,1394416475
1071,100647662,1394414057
1072,100647907,1394413931
1073,100647931,1394413855
1074,100648235,1394413831
1075,100648582,1394413673
1076,100648634,1394413632
1077,100648717,1394413609
1078,100648752,1394413569
1079,100648768,1394413542
1080,100642618,1395884793
1081,100642609,1395884522
1082,100642596,1395884165
1083,100642311,1395883932
1084,100642309,1395883616
1085,100642302,1395883088
1086,100642684,1395882867
1087,100653275,1395748485
1088,100656150,1395748470
1089,100653275,1395748465
1090,100656150,1395748449
1091,100653327,1395748441
1092,100656239,1395748429
1093,100653327,1395748424
1094,100656239,1395748408
1095,100653327,1395748400
1096,100656239,1395748388
1097,100653327,1395748380
1098,100656239,1395748361
1099,100653327,1395748359
1100,100656239,1395748343
1101,100653327,1395748319
1102,100653351,1395748262
1103,100653403,1395748182
1104,100656239,1395736936
1105,100655420,1395742495
1106,100656239,1395742386
1107,100654204,1395389690
1108,100649040,1394780395
1109,100651344,1394780301
1110,100651469,1394779882
1111,100657261,1395907134
1112,100654022,1395401542
1113,100654204,1395401514
1114,100651344,1394783360
1115,100651469,1394783320
1116,100649040,1394495624
1117,100649574,1394671186
1118,100649853,1394671172
1119,100649924,1394671170
1120,100650144,1394671159
1121,100650156,1394671152
1122,100650174,1394671147
1123,100650220,1394671102
1124,100652418,1395097275
1125,100650824,1394750036
1126,100649202,1394489375
1127,100649503,1394489013
1128,100647825,1394109011
1129,100645940,1394724240
1130,100651130,1394724000
1131,100645962,1394722519
1132,100651130,1394719570
1133,100649202,1394458941
1135,100652773,1395198050
1136,100651898,1394867896
1137,100646087,1393926897
1138,100645940,1393901379
1144,100648915,1394630494
1145,100648984,1394630482
1146,100649040,1394630465
1147,100647597,1394630430
1148,100647885,1394630406
1149,100647915,1394630377
1150,100649558,1394630358
1151,100649574,1394630343
1152,100649853,1394630306
1153,100649924,1394630295
1154,100650144,1394630281
1155,100650156,1394630251
1156,100650174,1394630243
1157,100650220,1394630184
1158,100645546,1393929420
1159,100645864,1393929373
1160,100645933,1393929355
1161,100646120,1393929336
1162,100646153,1393929201
1163,100644566,1393929172
1164,100644648,1393929131
1165,100642763,1393929095
1166,100643328,1393929062
1167,100646087,1393929036
1168,100383026,1395042742
1169,100652418,1395041253
1170,100644648,1393920473
1171,100645962,1393920363
1172,100643328,1393920152
1173,100646153,1393919679
1174,100649574,1394619695
1175,100649853,1394619667
1176,100649924,1394619629
1177,100650144,1394619583
1178,100650156,1394619527
1179,100650174,1394619511
1180,100650220,1394619469
1181,100651469,1394793881
1182,100651270,1394793862
1183,100651280,1394793825
1184,100651344,1394793753
1185,100651469,1394793725
1191,100655420,1395647896
1192,100649574,1394671638
1193,100649853,1394671621
1194,100649924,1394671618
1195,100650144,1394671611
1196,100650156,1394671576
1197,100650174,1394671569
1198,100650220,1394671496
1199,100649597,1394521740
1200,100649202,1394502194
1201,100649553,1394501196
1203,100649202,1394448784
1204,100649260,1394448696
1205,100648598,1394283389
1207,100647710,1394115898
1209,100658561,1396235457
1210,100656057,1396175699
1211,100658209,1396175335
1212,100658361,1396175233
1213,100658441,1396175127
1214,100653327,1395211155
1215,100653351,1395210866
1216,100653403,1395210763
1217,100650220,1394609386
1218,100644566,1393918468
1219,100644648,1393918398
1220,100646120,1393918329
1221,100646153,1393918203
1222,100468828,1394528977
1223,100649558,1394528974
1224,100645428,1394528934
1225,100646147,1394528699
1227,100649853,1394790957
1228,100649924,1394790447
1229,100650144,1394790401
1230,100650156,1394790309
1231,100650174,1394790297
1232,100650220,1394790173
1233,100650261,1394790166
1234,100650444,1394790157
1235,100650488,1394790145
1236,100650617,1394790081
1237,100650677,1394789830
1238,100650696,1394789770
1239,100650720,1394789748
1240,100650742,1394789696
1241,100650992,1394789667
1242,100651048,1394789626
1243,100651215,1394789613
1244,100651247,1394789569
1245,100651265,1394789508
1246,100651276,1394789497
1247,100651344,1394789481
1248,100651469,1394789387
1249,100658817,1396246126
1250,100651469,1394935132
1251,100651905,1394935105
1252,100651970,1394935068
1253,100649202,1394604124
1254,100656709,1395872647
1255,100656591,1395803843
1257,100649202,1394498385
1258,100649503,1394498045
1259,100649202,1394442038
1260,100646087,1393903177
1261,100645906,1393900455
1262,100646087,1393900446
1263,100657281,1395930197
1264,100656411,1395930183
1265,100656813,1395930168
1266,100656207,1395930151
1267,100657461,1395930144
1268,100657336,1395930139
1269,100657279,1395930125
1270,100657374,1395930098
1271,100657600,1395930098
1272,100649202,1394454111
1273,100654487,1395730757
1274,100655599,1395649364
1275,100654630,1395385909
1276,100654434,1395369133
1277,100653904,1395285907
1278,100653557,1395217221
1279,100653438,1395204483
1280,100645962,1393838313
1281,100645144,1393818910
1282,100642630,1393920212
1283,100642596,1393919821
1284,100645962,1393919272
1285,100646153,1393918932
1286,100645962,1393918883
1287,100646153,1393918646
1288,100646009,1393918644
1289,100645091,1393678928
1290,100645322,1393672403
1291,100642302,1393661401
1292,100608327,1393661339
1293,100649558,1394607713
1294,100649574,1394607684
1295,100649853,1394607662
1296,100649924,1394607615
1297,100650144,1394607552
1298,100650156,1394607519
1299,100650174,1394607492
1300,100650220,1394607424
1301,100648830,1394440758
1302,100648915,1394440741
1303,100648984,1394440704
1304,100649040,1394440652
1305,100655420,1395649303
1306,100653403,1395275499
1307,100651469,1394801618
1308,100650220,1394670429
1309,100649040,1394461106
1310,100646153,1393913930
1311,100650220,1394617503
1312,100648915,1394469710
1313,100648984,1394469707
1314,100649040,1394469671
1315,100646722,1394383417
1316,100645906,1394383383
1317,100646087,1394383350
1318,100648768,1394383323
1319,100650702,1394750193
1320,100647416,1394103291
1321,100646872,1394019098
1322,100646153,1393973293
1323,100646722,1393972847
1324,100653403,1395214339
1325,100650144,1394636929
1326,100650156,1394636893
1327,100650174,1394636877
1328,100650220,1394607547
1329,100651130,1394705669
1330,100650824,1394694939
1331,100646087,1393899419
1332,100645962,1393841529
1333,100645940,1393840136
1334,100645962,1393840020
1336,100656583,1395820081
1337,100656602,1395797543
1338,100656361,1395736277
1339,100656329,1395736257
1340,100655416,1395709458
1341,100653990,1395391465
1342,100651950,1395293831
1343,100653990,1395293584
1344,100653724,1395293568
1345,100653822,1395293550
1346,100653840,1395293389
1347,100653529,1395279913
1348,100653416,1395204687
1349,100652866,1395204273
1351,100649705,1394794692
1352,100649167,1394794679
1353,100650498,1394794592
1354,100651678,1394794435
1355,100651177,1394794175
1356,100651304,1394793983
1357,100650797,1394698068
1358,100648411,1394438506
1359,100649167,1394438443
1361,100646451,1393996444
1362,100645962,1393909871
1363,100645981,1393909837
1364,100646097,1393909796
1365,100645537,1393832960
1366,100645485,1393841034
1381,100655117,1395633843
1382,100655176,1395633503
1383,100655293,1395633466
1384,100655260,1395632624
1385,100649110,1395632624
1386,100655260,1395632623
1387,100655181,1395632612
1388,100655380,1395630050
1389,100655307,1395629559
1390,100654790,1395629549
1391,100655248,1395629534
1392,100655351,1395629480
1393,100653180,1395373207
1394,100654491,1395372917
1395,100649202,1394539838
1396,100650010,1394539294
1397,100648593,1394257381
1399,100647825,1394121289
1400,100644648,1393921124
1401,100642596,1393921124
1402,100645962,1393921122
1403,100643612,1393921115
1404,100646087,1393920923
1405,100657261,1396061829
1406,100656210,1396061541
1407,100657812,1396061538
1408,100654733,1395544933
1409,100655181,1395541699
1410,100654733,1395541691
1411,100645546,1393923497
1412,100645864,1393923472
1413,100645933,1393923414
1414,100646120,1393923371
1415,100646153,1393923334
1417,100643277,1393926763
1418,100643328,1393926749
1419,100646120,1393926650
1420,100646153,1393926548
1421,100649574,1394625785
1422,100649853,1394625747
1423,100649924,1394625729
1424,100650144,1394625703
1425,100650156,1394625684
1426,100650174,1394625659
1427,100650220,1394625576
1428,100331501,1395078054
1429,100403240,1395077944
1430,100516829,1395077816
1431,100487878,1395076965
1432,100418415,1395076803
1433,100502337,1395076657
1434,100302462,1395076556
1435,100490875,1395075525
1436,100277682,1395075480
1437,100623555,1395075191
